date,phc_id,drug_id,opening_stock,received_qty,dispensed_qty,closing_stock,reorder_point,safety_stock
2025-07-26,PHC_012,IBUPROFEN_400MG,574,0,13,561,300,600
2025-07-26,PHC_012,COUGH_SYRUP,294,0,9,285,100,200
2025-07-26,PHC_012,ANTIDIARRHEAL,330,0,5,325,150,300
2025-07-26,PHC_012,DENGUE_TEST_KIT,125,0,3,122,50,120
2025-07-26,PHC_012,TETANUS_TOXOID,131,0,1,130,100,200
2025-07-26,PHC_012,ORAL_ANTIBIOTIC_PEDIATRIC,384,0,6,378,150,300
2025-07-26,PHC_013,ORS_SACHET,309,0,30,279,200,400
2025-07-26,PHC_013,PARACETAMOL_500MG,1436,0,139,1297,500,1000
2025-07-26,PHC_013,AMOXICILLIN_500MG,323,0,9,314,300,600
2025-07-26,PHC_013,ANTIMALARIAL_ACT,218,0,10,208,100,250
2025-07-26,PHC_013,ANTIVENOM_VIAL,13,0,1,12,10,25
2025-07-26,PHC_013,INSULIN_VIAL,40,0,3,37,40,80
2025-07-26,PHC_013,ORAL_REHYDRATION_IV,94,0,26,68,80,150
2025-07-26,PHC_013,MEASLES_VACCINE,423,0,1,422,150,300
2025-07-26,PHC_013,ANTIHISTAMINE,326,0,16,310,200,400
2025-07-26,PHC_013,IBUPROFEN_400MG,352,0,25,327,300,600
2025-07-26,PHC_013,COUGH_SYRUP,280,0,9,271,100,200
2025-07-26,PHC_013,ANTIDIARRHEAL,390,0,15,375,150,300
2025-07-26,PHC_013,DENGUE_TEST_KIT,99,0,9,90,50,120
2025-07-26,PHC_013,TETANUS_TOXOID,284,0,1,283,100,200
2025-07-26,PHC_013,ORAL_ANTIBIOTIC_PEDIATRIC,235,0,11,224,150,300
2025-07-26,PHC_014,ORS_SACHET,286,0,8,278,200,400
2025-07-26,PHC_014,PARACETAMOL_500MG,1079,0,18,1061,500,1000
2025-07-26,PHC_014,AMOXICILLIN_500MG,498,0,9,489,300,600
2025-07-26,PHC_014,ANTIMALARIAL_ACT,130,0,3,127,100,250
2025-07-26,PHC_014,ANTIVENOM_VIAL,33,0,0,33,10,25
2025-07-26,PHC_014,INSULIN_VIAL,75,0,2,73,40,80
2025-07-26,PHC_014,ORAL_REHYDRATION_IV,246,0,1,245,80,150
2025-07-26,PHC_014,MEASLES_VACCINE,208,0,2,206,150,300
2025-07-26,PHC_014,ANTIHISTAMINE,599,0,9,590,200,400
2025-07-26,PHC_014,IBUPROFEN_400MG,1130,0,15,1115,300,600
2025-07-26,PHC_014,COUGH_SYRUP,161,0,6,155,100,200
2025-07-26,PHC_014,ANTIDIARRHEAL,203,0,16,187,150,300
2025-07-26,PHC_014,DENGUE_TEST_KIT,108,0,0,108,50,120
2025-07-26,PHC_014,TETANUS_TOXOID,171,0,0,171,100,200
2025-07-26,PHC_014,ORAL_ANTIBIOTIC_PEDIATRIC,302,0,5,297,150,300
2025-07-26,PHC_015,ORS_SACHET,214,0,11,203,200,400
2025-07-26,PHC_015,PARACETAMOL_500MG,569,0,43,526,500,1000
2025-07-26,PHC_015,AMOXICILLIN_500MG,376,0,12,364,300,600
2025-07-26,PHC_015,ANTIMALARIAL_ACT,127,0,3,124,100,250
2025-07-26,PHC_015,ANTIVENOM_VIAL,33,0,0,33,10,25
2025-07-26,PHC_015,INSULIN_VIAL,48,0,3,45,40,80
2025-07-26,PHC_015,ORAL_REHYDRATION_IV,210,0,6,204,80,150
2025-07-26,PHC_015,MEASLES_VACCINE,381,0,2,379,150,300
2025-07-26,PHC_015,ANTIHISTAMINE,353,0,12,341,200,400
2025-07-26,PHC_015,IBUPROFEN_400MG,513,0,29,484,300,600
2025-07-26,PHC_015,COUGH_SYRUP,136,0,9,127,100,200
2025-07-26,PHC_015,ANTIDIARRHEAL,399,0,15,384,150,300
2025-07-26,PHC_015,DENGUE_TEST_KIT,136,0,1,135,50,120
2025-07-26,PHC_015,TETANUS_TOXOID,165,0,2,163,100,200
2025-07-26,PHC_015,ORAL_ANTIBIOTIC_PEDIATRIC,283,0,9,274,150,300
2025-07-27,PHC_001,ORS_SACHET,636,0,22,614,200,400
2025-07-27,PHC_001,PARACETAMOL_500MG,769,0,28,741,500,1000
2025-07-27,PHC_001,AMOXICILLIN_500MG,1129,0,17,1112,300,600
2025-07-27,PHC_001,ANTIMALARIAL_ACT,185,0,5,180,100,250
2025-07-27,PHC_001,ANTIVENOM_VIAL,15,0,0,15,10,25
2025-07-27,PHC_001,INSULIN_VIAL,116,0,4,112,40,80
2025-07-27,PHC_001,ORAL_REHYDRATION_IV,183,0,2,181,80,150
2025-07-27,PHC_001,MEASLES_VACCINE,196,0,2,194,150,300
2025-07-27,PHC_001,ANTIHISTAMINE,464,0,2,462,200,400
2025-07-27,PHC_001,IBUPROFEN_400MG,676,0,19,657,300,600
2025-07-27,PHC_001,COUGH_SYRUP,206,0,7,199,100,200
2025-07-27,PHC_001,ANTIDIARRHEAL,384,0,7,377,150,300
2025-07-27,PHC_001,DENGUE_TEST_KIT,117,0,3,114,50,120
2025-07-27,PHC_001,TETANUS_TOXOID,245,0,2,243,100,200
2025-07-27,PHC_001,ORAL_ANTIBIOTIC_PEDIATRIC,174,0,1,173,150,300
2025-07-27,PHC_002,ORS_SACHET,351,0,11,340,200,400
2025-07-27,PHC_002,PARACETAMOL_500MG,1386,0,19,1367,500,1000
2025-07-27,PHC_002,AMOXICILLIN_500MG,299,0,9,290,300,600
2025-07-27,PHC_002,ANTIMALARIAL_ACT,133,0,6,127,100,250
2025-07-27,PHC_002,ANTIVENOM_VIAL,15,0,0,15,10,25
2025-07-27,PHC_002,INSULIN_VIAL,109,0,1,108,40,80
2025-07-27,PHC_002,ORAL_REHYDRATION_IV,124,0,2,122,80,150
2025-07-27,PHC_002,MEASLES_VACCINE,320,0,2,318,150,300
2025-07-27,PHC_002,ANTIHISTAMINE,720,0,3,717,200,400
2025-07-27,PHC_002,IBUPROFEN_400MG,560,0,26,534,300,600
2025-07-27,PHC_002,COUGH_SYRUP,285,0,4,281,100,200
2025-07-27,PHC_002,ANTIDIARRHEAL,248,0,4,244,150,300
2025-07-27,PHC_002,DENGUE_TEST_KIT,104,0,2,102,50,120
2025-07-27,PHC_002,TETANUS_TOXOID,357,0,2,355,100,200
2025-07-27,PHC_002,ORAL_ANTIBIOTIC_PEDIATRIC,539,0,3,536,150,300
2025-07-27,PHC_003,ORS_SACHET,225,0,4,221,200,400
2025-07-27,PHC_003,PARACETAMOL_500MG,894,0,19,875,500,1000
2025-07-27,PHC_003,AMOXICILLIN_500MG,347,0,4,343,300,600
2025-07-27,PHC_003,ANTIMALARIAL_ACT,106,0,3,103,100,250
2025-07-27,PHC_003,ANTIVENOM_VIAL,11,0,0,11,10,25
2025-07-27,PHC_003,INSULIN_VIAL,76,0,2,74,40,80
2025-07-27,PHC_003,ORAL_REHYDRATION_IV,78,169,5,242,80,150
2025-07-27,PHC_003,MEASLES_VACCINE,221,0,0,221,150,300
2025-07-27,PHC_003,ANTIHISTAMINE,602,0,2,600,200,400
2025-07-27,PHC_003,IBUPROFEN_400MG,629,0,7,622,300,600
2025-07-27,PHC_003,COUGH_SYRUP,168,0,0,168,100,200
2025-07-27,PHC_003,ANTIDIARRHEAL,336,0,6,330,150,300
2025-07-27,PHC_003,DENGUE_TEST_KIT,54,0,0,54,50,120
2025-07-27,PHC_003,TETANUS_TOXOID,122,0,0,122,100,200
2025-07-27,PHC_003,ORAL_ANTIBIOTIC_PEDIATRIC,409,0,1,408,150,300
2025-07-27,PHC_004,ORS_SACHET,555,0,10,545,200,400
2025-07-27,PHC_004,PARACETAMOL_500MG,940,0,17,923,500,1000
2025-07-27,PHC_004,AMOXICILLIN_500MG,877,0,6,871,300,600
2025-07-27,PHC_004,ANTIMALARIAL_ACT,217,0,4,213,100,250
2025-07-27,PHC_004,ANTIVENOM_VIAL,26,0,0,26,10,25
2025-07-27,PHC_004,INSULIN_VIAL,117,0,2,115,40,80
2025-07-27,PHC_004,ORAL_REHYDRATION_IV,222,0,1,221,80,150
2025-07-27,PHC_004,MEASLES_VACCINE,175,0,2,173,150,300
2025-07-27,PHC_004,ANTIHISTAMINE,314,0,6,308,200,400
2025-07-27,PHC_004,IBUPROFEN_400MG,567,0,17,550,300,600
2025-07-27,PHC_004,COUGH_SYRUP,320,0,3,317,100,200
2025-07-27,PHC_004,ANTIDIARRHEAL,250,0,7,243,150,300
2025-07-27,PHC_004,DENGUE_TEST_KIT,62,0,1,61,50,120
2025-07-27,PHC_004,TETANUS_TOXOID,175,0,0,175,100,200
2025-07-27,PHC_004,ORAL_ANTIBIOTIC_PEDIATRIC,311,0,5,306,150,300
2025-07-27,PHC_005,ORS_SACHET,198,583,3,778,200,400
2025-07-27,PHC_005,PARACETAMOL_500MG,1061,0,6,1055,500,1000
2025-07-27,PHC_005,AMOXICILLIN_500MG,331,0,2,329,300,600
2025-07-27,PHC_005,ANTIMALARIAL_ACT,136,0,1,135,100,250
2025-07-27,PHC_005,ANTIVENOM_VIAL,16,0,0,16,10,25
2025-07-27,PHC_005,INSULIN_VIAL,103,0,0,103,40,80
2025-07-27,PHC_005,ORAL_REHYDRATION_IV,251,0,3,248,80,150
2025-07-27,PHC_005,MEASLES_VACCINE,184,0,0,184,150,300
2025-07-27,PHC_005,ANTIHISTAMINE,519,0,0,519,200,400
2025-07-27,PHC_005,IBUPROFEN_400MG,946,0,7,939,300,600
2025-07-27,PHC_005,COUGH_SYRUP,106,0,3,103,100,200
2025-07-27,PHC_005,ANTIDIARRHEAL,365,0,4,361,150,300
2025-07-27,PHC_005,DENGUE_TEST_KIT,64,0,1,63,50,120
2025-07-27,PHC_005,TETANUS_TOXOID,284,0,1,283,100,200
2025-07-27,PHC_005,ORAL_ANTIBIOTIC_PEDIATRIC,363,0,1,362,150,300
2025-07-27,PHC_006,ORS_SACHET,451,0,4,447,200,400
2025-07-27,PHC_006,PARACETAMOL_500MG,524,0,7,517,500,1000
2025-07-27,PHC_006,AMOXICILLIN_500MG,927,0,2,925,300,600
2025-07-27,PHC_006,ANTIMALARIAL_ACT,259,0,3,256,100,250
2025-07-27,PHC_006,ANTIVENOM_VIAL,25,0,0,25,10,25
2025-07-27,PHC_006,INSULIN_VIAL,79,0,0,79,40,80
2025-07-27,PHC_006,ORAL_REHYDRATION_IV,158,0,1,157,80,150
2025-07-27,PHC_006,MEASLES_VACCINE,490,0,1,489,150,300
2025-07-27,PHC_006,ANTIHISTAMINE,349,0,0,349,200,400
2025-07-27,PHC_006,IBUPROFEN_400MG,1012,0,4,1008,300,600
2025-07-27,PHC_006,COUGH_SYRUP,121,0,2,119,100,200
2025-07-27,PHC_006,ANTIDIARRHEAL,376,0,6,370,150,300
2025-07-27,PHC_006,DENGUE_TEST_KIT,61,0,2,59,50,120
2025-07-27,PHC_006,TETANUS_TOXOID,311,0,0,311,100,200
2025-07-27,PHC_006,ORAL_ANTIBIOTIC_PEDIATRIC,401,0,1,400,150,300
2025-07-27,PHC_007,ORS_SACHET,321,0,8,313,200,400
2025-07-27,PHC_007,PARACETAMOL_500MG,381,0,21,360,500,1000
2025-07-27,PHC_007,AMOXICILLIN_500MG,486,0,8,478,300,600
2025-07-27,PHC_007,ANTIMALARIAL_ACT,244,0,0,244,100,250
2025-07-27,PHC_007,ANTIVENOM_VIAL,13,0,0,13,10,25
2025-07-27,PHC_007,INSULIN_VIAL,115,0,3,112,40,80
2025-07-27,PHC_007,ORAL_REHYDRATION_IV,290,0,5,285,80,150
2025-07-27,PHC_007,MEASLES_VACCINE,200,0,1,199,150,300
2025-07-27,PHC_007,ANTIHISTAMINE,447,0,7,440,200,400
2025-07-27,PHC_007,IBUPROFEN_400MG,360,0,23,337,300,600
2025-07-27,PHC_007,COUGH_SYRUP,350,0,4,346,100,200
2025-07-27,PHC_007,ANTIDIARRHEAL,209,0,6,203,150,300
2025-07-27,PHC_007,DENGUE_TEST_KIT,145,0,0,145,50,120
2025-07-27,PHC_007,TETANUS_TOXOID,207,0,2,205,100,200
2025-07-27,PHC_007,ORAL_ANTIBIOTIC_PEDIATRIC,131,404,1,534,150,300
2025-07-27,PHC_008,ORS_SACHET,460,0,15,445,200,400
2025-07-27,PHC_008,PARACETAMOL_500MG,1200,0,12,1188,500,1000
2025-07-27,PHC_008,AMOXICILLIN_500MG,888,0,10,878,300,600
2025-07-27,PHC_008,ANTIMALARIAL_ACT,169,0,0,169,100,250
2025-07-27,PHC_008,ANTIVENOM_VIAL,11,0,0,11,10,25
2025-07-27,PHC_008,INSULIN_VIAL,64,0,2,62,40,80
2025-07-27,PHC_008,ORAL_REHYDRATION_IV,165,0,5,160,80,150
2025-07-27,PHC_008,MEASLES_VACCINE,461,0,0,461,150,300
2025-07-27,PHC_008,ANTIHISTAMINE,384,0,4,380,200,400
2025-07-27,PHC_008,IBUPROFEN_400MG,728,0,15,713,300,600
2025-07-27,PHC_008,COUGH_SYRUP,171,0,4,167,100,200
2025-07-27,PHC_008,ANTIDIARRHEAL,255,0,2,253,150,300
2025-07-27,PHC_008,DENGUE_TEST_KIT,119,0,1,118,50,120
2025-07-27,PHC_008,TETANUS_TOXOID,247,0,0,247,100,200
2025-07-27,PHC_008,ORAL_ANTIBIOTIC_PEDIATRIC,290,0,3,287,150,300
2025-07-27,PHC_009,ORS_SACHET,680,0,7,673,200,400
2025-07-27,PHC_009,PARACETAMOL_500MG,1488,0,21,1467,500,1000
2025-07-27,PHC_009,AMOXICILLIN_500MG,1069,0,8,1061,300,600
2025-07-27,PHC_009,ANTIMALARIAL_ACT,131,0,3,128,100,250
2025-07-27,PHC_009,ANTIVENOM_VIAL,26,0,0,26,10,25
2025-07-27,PHC_009,INSULIN_VIAL,53,0,0,53,40,80
2025-07-27,PHC_009,ORAL_REHYDRATION_IV,232,0,1,231,80,150
2025-07-27,PHC_009,MEASLES_VACCINE,477,0,1,476,150,300
2025-07-27,PHC_009,ANTIHISTAMINE,278,0,7,271,200,400
2025-07-27,PHC_009,IBUPROFEN_400MG,513,0,5,508,300,600
2025-07-27,PHC_009,COUGH_SYRUP,291,0,2,289,100,200
2025-07-27,PHC_009,ANTIDIARRHEAL,455,0,6,449,150,300
2025-07-27,PHC_009,DENGUE_TEST_KIT,50,0,2,48,50,120
2025-07-27,PHC_009,TETANUS_TOXOID,211,0,0,211,100,200
2025-07-27,PHC_009,ORAL_ANTIBIOTIC_PEDIATRIC,211,0,4,207,150,300
2025-07-27,PHC_010,ORS_SACHET,581,0,13,568,200,400
2025-07-27,PHC_010,PARACETAMOL_500MG,1034,0,18,1016,500,1000
2025-07-27,PHC_010,AMOXICILLIN_500MG,589,0,6,583,300,600
2025-07-27,PHC_010,ANTIMALARIAL_ACT,325,0,1,324,100,250
2025-07-27,PHC_010,ANTIVENOM_VIAL,20,0,0,20,10,25
2025-07-27,PHC_010,INSULIN_VIAL,80,0,1,79,40,80
2025-07-27,PHC_010,ORAL_REHYDRATION_IV,0,0,5,0,80,150
2025-07-27,PHC_010,MEASLES_VACCINE,504,0,1,503,150,300
2025-07-27,PHC_010,ANTIHISTAMINE,469,0,3,466,200,400
2025-07-27,PHC_010,IBUPROFEN_400MG,469,0,13,456,300,600
2025-07-27,PHC_010,COUGH_SYRUP,312,0,4,308,100,200
2025-07-27,PHC_010,ANTIDIARRHEAL,187,0,5,182,150,300
2025-07-27,PHC_010,DENGUE_TEST_KIT,122,0,1,121,50,120
2025-07-27,PHC_010,TETANUS_TOXOID,154,0,1,153,100,200
2025-07-27,PHC_010,ORAL_ANTIBIOTIC_PEDIATRIC,357,0,5,352,150,300
2025-07-27,PHC_011,ORS_SACHET,515,0,4,511,200,400
2025-07-27,PHC_011,PARACETAMOL_500MG,484,0,14,470,500,1000
2025-07-27,PHC_011,AMOXICILLIN_500MG,479,0,4,475,300,600
2025-07-27,PHC_011,ANTIMALARIAL_ACT,219,0,1,218,100,250
2025-07-27,PHC_011,ANTIVENOM_VIAL,15,0,0,15,10,25
2025-07-27,PHC_011,INSULIN_VIAL,55,0,2,53,40,80
2025-07-27,PHC_011,ORAL_REHYDRATION_IV,145,0,2,143,80,150
2025-07-27,PHC_011,MEASLES_VACCINE,396,0,3,393,150,300
2025-07-27,PHC_011,ANTIHISTAMINE,325,0,2,323,200,400
2025-07-27,PHC_011,IBUPROFEN_400MG,633,0,10,623,300,600
2025-07-27,PHC_011,COUGH_SYRUP,181,0,4,177,100,200
2025-07-27,PHC_011,ANTIDIARRHEAL,295,0,7,288,150,300
2025-07-27,PHC_011,DENGUE_TEST_KIT,143,0,1,142,50,120
2025-07-27,PHC_011,TETANUS_TOXOID,191,0,0,191,100,200
2025-07-27,PHC_011,ORAL_ANTIBIOTIC_PEDIATRIC,403,0,3,400,150,300
2025-07-27,PHC_012,ORS_SACHET,301,0,8,293,200,400
2025-07-27,PHC_012,PARACETAMOL_500MG,701,0,11,690,500,1000
2025-07-27,PHC_012,AMOXICILLIN_500MG,829,0,7,822,300,600
2025-07-27,PHC_012,ANTIMALARIAL_ACT,309,0,3,306,100,250
2025-07-27,PHC_012,ANTIVENOM_VIAL,18,0,0,18,10,25
2025-07-27,PHC_012,INSULIN_VIAL,103,0,1,102,40,80
2025-07-27,PHC_012,ORAL_REHYDRATION_IV,250,0,5,245,80,150
2025-07-27,PHC_012,MEASLES_VACCINE,295,0,1,294,150,300
2025-07-27,PHC_012,ANTIHISTAMINE,201,0,2,199,200,400
2025-07-27,PHC_012,IBUPROFEN_400MG,561,0,10,551,300,600
2025-07-27,PHC_012,COUGH_SYRUP,285,0,3,282,100,200
2025-07-27,PHC_012,ANTIDIARRHEAL,325,0,8,317,150,300
2025-07-27,PHC_012,DENGUE_TEST_KIT,122,0,1,121,50,120
2025-07-27,PHC_012,TETANUS_TOXOID,130,0,1,129,100,200
2025-07-27,PHC_012,ORAL_ANTIBIOTIC_PEDIATRIC,378,0,5,373,150,300
2025-07-27,PHC_013,ORS_SACHET,279,0,18,261,200,400
2025-07-27,PHC_013,PARACETAMOL_500MG,1297,0,55,1242,500,1000
2025-07-27,PHC_013,AMOXICILLIN_500MG,314,0,20,294,300,600
2025-07-27,PHC_013,ANTIMALARIAL_ACT,208,0,8,200,100,250
2025-07-27,PHC_013,ANTIVENOM_VIAL,12,0,0,12,10,25
2025-07-27,PHC_013,INSULIN_VIAL,37,0,3,34,40,80
2025-07-27,PHC_013,ORAL_REHYDRATION_IV,68,201,4,265,80,150
2025-07-27,PHC_013,MEASLES_VACCINE,422,0,0,422,150,300
2025-07-27,PHC_013,ANTIHISTAMINE,310,0,12,298,200,400
2025-07-27,PHC_013,IBUPROFEN_400MG,327,0,36,291,300,600
2025-07-27,PHC_013,COUGH_SYRUP,271,0,10,261,100,200
2025-07-27,PHC_013,ANTIDIARRHEAL,375,0,6,369,150,300
2025-07-27,PHC_013,DENGUE_TEST_KIT,90,0,2,88,50,120
2025-07-27,PHC_013,TETANUS_TOXOID,283,0,2,281,100,200
2025-07-27,PHC_013,ORAL_ANTIBIOTIC_PEDIATRIC,224,0,11,213,150,300
2025-07-27,PHC_014,ORS_SACHET,278,0,9,269,200,400
2025-07-27,PHC_014,PARACETAMOL_500MG,1061,0,23,1038,500,1000
2025-07-27,PHC_014,AMOXICILLIN_500MG,489,0,11,478,300,600
2025-07-27,PHC_014,ANTIMALARIAL_ACT,127,0,5,122,100,250
2025-07-27,PHC_014,ANTIVENOM_VIAL,33,0,0,33,10,25
2025-07-27,PHC_014,INSULIN_VIAL,73,0,2,71,40,80
2025-07-27,PHC_014,ORAL_REHYDRATION_IV,245,0,4,241,80,150
2025-07-27,PHC_014,MEASLES_VACCINE,206,0,1,205,150,300
2025-07-27,PHC_014,ANTIHISTAMINE,590,0,7,583,200,400
2025-07-27,PHC_014,IBUPROFEN_400MG,1115,0,12,1103,300,600
2025-07-27,PHC_014,COUGH_SYRUP,155,0,8,147,100,200
2025-07-27,PHC_014,ANTIDIARRHEAL,187,0,10,177,150,300
2025-07-27,PHC_014,DENGUE_TEST_KIT,108,0,0,108,50,120
2025-07-27,PHC_014,TETANUS_TOXOID,171,0,1,170,100,200
2025-07-27,PHC_014,ORAL_ANTIBIOTIC_PEDIATRIC,297,0,5,292,150,300
2025-07-27,PHC_015,ORS_SACHET,203,0,16,187,200,400
2025-07-27,PHC_015,PARACETAMOL_500MG,526,0,24,502,500,1000
2025-07-27,PHC_015,AMOXICILLIN_500MG,364,0,13,351,300,600
2025-07-27,PHC_015,ANTIMALARIAL_ACT,124,0,6,118,100,250
2025-07-27,PHC_015,ANTIVENOM_VIAL,33,0,0,33,10,25
2025-07-27,PHC_015,INSULIN_VIAL,45,0,3,42,40,80
2025-07-27,PHC_015,ORAL_REHYDRATION_IV,204,0,3,201,80,150
2025-07-27,PHC_015,MEASLES_VACCINE,379,0,0,379,150,300
2025-07-27,PHC_015,ANTIHISTAMINE,341,0,7,334,200,400
2025-07-27,PHC_015,IBUPROFEN_400MG,484,0,16,468,300,600
2025-07-27,PHC_015,COUGH_SYRUP,127,0,2,125,100,200
2025-07-27,PHC_015,ANTIDIARRHEAL,384,0,11,373,150,300
2025-07-27,PHC_015,DENGUE_TEST_KIT,135,0,3,132,50,120
2025-07-27,PHC_015,TETANUS_TOXOID,163,0,2,161,100,200
2025-07-27,PHC_015,ORAL_ANTIBIOTIC_PEDIATRIC,274,0,3,271,150,300
2025-07-28,PHC_001,ORS_SACHET,614,0,34,580,200,400
2025-07-28,PHC_001,PARACETAMOL_500MG,741,0,62,679,500,1000
2025-07-28,PHC_001,AMOXICILLIN_500MG,1112,0,24,1088,300,600
2025-07-28,PHC_001,ANTIMALARIAL_ACT,180,0,8,172,100,250
2025-07-28,PHC_001,ANTIVENOM_VIAL,15,0,1,14,10,25
2025-07-28,PHC_001,INSULIN_VIAL,112,0,9,103,40,80
2025-07-28,PHC_001,ORAL_REHYDRATION_IV,181,0,13,168,80,150
2025-07-28,PHC_001,MEASLES_VACCINE,194,0,18,176,150,300
2025-07-28,PHC_001,ANTIHISTAMINE,462,0,13,449,200,400
2025-07-28,PHC_001,IBUPROFEN_400MG,657,0,54,603,300,600
2025-07-28,PHC_001,COUGH_SYRUP,199,0,15,184,100,200
2025-07-28,PHC_001,ANTIDIARRHEAL,377,0,27,350,150,300
2025-07-28,PHC_001,DENGUE_TEST_KIT,114,0,3,111,50,120
2025-07-28,PHC_001,TETANUS_TOXOID,243,0,4,239,100,200
2025-07-28,PHC_001,ORAL_ANTIBIOTIC_PEDIATRIC,173,0,10,163,150,300
2025-07-28,PHC_002,ORS_SACHET,340,0,20,320,200,400
2025-07-28,PHC_002,PARACETAMOL_500MG,1367,0,44,1323,500,1000
2025-07-28,PHC_002,AMOXICILLIN_500MG,290,849,14,1125,300,600
2025-07-28,PHC_002,ANTIMALARIAL_ACT,127,0,6,121,100,250
2025-07-28,PHC_002,ANTIVENOM_VIAL,15,0,2,13,10,25
2025-07-28,PHC_002,INSULIN_VIAL,108,0,5,103,40,80
2025-07-28,PHC_002,ORAL_REHYDRATION_IV,122,0,10,112,80,150
2025-07-28,PHC_002,MEASLES_VACCINE,318,0,3,315,150,300
2025-07-28,PHC_002,ANTIHISTAMINE,717,0,11,706,200,400
2025-07-28,PHC_002,IBUPROFEN_400MG,534,0,27,507,300,600
2025-07-28,PHC_002,COUGH_SYRUP,281,0,9,272,100,200
2025-07-28,PHC_002,ANTIDIARRHEAL,244,0,13,231,150,300
2025-07-28,PHC_002,DENGUE_TEST_KIT,102,0,3,99,50,120
2025-07-28,PHC_002,TETANUS_TOXOID,355,0,18,337,100,200
2025-07-28,PHC_002,ORAL_ANTIBIOTIC_PEDIATRIC,536,0,9,527,150,300
2025-07-28,PHC_003,ORS_SACHET,221,0,6,215,200,400
2025-07-28,PHC_003,PARACETAMOL_500MG,875,0,13,862,500,1000
2025-07-28,PHC_003,AMOXICILLIN_500MG,343,0,3,340,300,600
2025-07-28,PHC_003,ANTIMALARIAL_ACT,103,0,1,102,100,250
2025-07-28,PHC_003,ANTIVENOM_VIAL,11,0,1,10,10,25
2025-07-28,PHC_003,INSULIN_VIAL,74,0,4,70,40,80
2025-07-28,PHC_003,ORAL_REHYDRATION_IV,242,0,1,241,80,150
2025-07-28,PHC_003,MEASLES_VACCINE,221,0,4,217,150,300
2025-07-28,PHC_003,ANTIHISTAMINE,600,0,3,597,200,400
2025-07-28,PHC_003,IBUPROFEN_400MG,622,0,13,609,300,600
2025-07-28,PHC_003,COUGH_SYRUP,168,0,0,168,100,200
2025-07-28,PHC_003,ANTIDIARRHEAL,330,0,3,327,150,300
2025-07-28,PHC_003,DENGUE_TEST_KIT,54,0,0,54,50,120
2025-07-28,PHC_003,TETANUS_TOXOID,122,0,11,111,100,200
2025-07-28,PHC_003,ORAL_ANTIBIOTIC_PEDIATRIC,408,0,2,406,150,300
2025-07-28,PHC_004,ORS_SACHET,545,0,15,530,200,400
2025-07-28,PHC_004,PARACETAMOL_500MG,923,0,36,887,500,1000
2025-07-28,PHC_004,AMOXICILLIN_500MG,871,0,16,855,300,600
2025-07-28,PHC_004,ANTIMALARIAL_ACT,213,0,4,209,100,250
2025-07-28,PHC_004,ANTIVENOM_VIAL,26,0,0,26,10,25
2025-07-28,PHC_004,INSULIN_VIAL,115,0,2,113,40,80
2025-07-28,PHC_004,ORAL_REHYDRATION_IV,221,0,12,209,80,150
2025-07-28,PHC_004,MEASLES_VACCINE,173,0,17,156,150,300
2025-07-28,PHC_004,ANTIHISTAMINE,308,0,8,300,200,400
2025-07-28,PHC_004,IBUPROFEN_400MG,550,0,26,524,300,600
2025-07-28,PHC_004,COUGH_SYRUP,317,0,8,309,100,200
2025-07-28,PHC_004,ANTIDIARRHEAL,243,0,6,237,150,300
2025-07-28,PHC_004,DENGUE_TEST_KIT,61,0,1,60,50,120
2025-07-28,PHC_004,TETANUS_TOXOID,175,0,3,172,100,200
2025-07-28,PHC_004,ORAL_ANTIBIOTIC_PEDIATRIC,306,0,8,298,150,300
2025-07-28,PHC_005,ORS_SACHET,778,0,14,764,200,400
2025-07-28,PHC_005,PARACETAMOL_500MG,1055,0,28,1027,500,1000
2025-07-28,PHC_005,AMOXICILLIN_500MG,329,0,7,322,300,600
2025-07-28,PHC_005,ANTIMALARIAL_ACT,135,0,3,132,100,250
2025-07-28,PHC_005,ANTIVENOM_VIAL,16,0,0,16,10,25
2025-07-28,PHC_005,INSULIN_VIAL,103,0,3,100,40,80
2025-07-28,PHC_005,ORAL_REHYDRATION_IV,248,0,1,247,80,150
2025-07-28,PHC_005,MEASLES_VACCINE,184,0,1,183,150,300
2025-07-28,PHC_005,ANTIHISTAMINE,519,0,4,515,200,400
2025-07-28,PHC_005,IBUPROFEN_400MG,939,0,15,924,300,600
2025-07-28,PHC_005,COUGH_SYRUP,103,0,11,92,100,200
2025-07-28,PHC_005,ANTIDIARRHEAL,361,0,6,355,150,300
2025-07-28,PHC_005,DENGUE_TEST_KIT,63,0,2,61,50,120
2025-07-28,PHC_005,TETANUS_TOXOID,283,0,17,266,100,200
2025-07-28,PHC_005,ORAL_ANTIBIOTIC_PEDIATRIC,362,0,8,354,150,300
2025-07-28,PHC_006,ORS_SACHET,447,0,14,433,200,400
2025-07-28,PHC_006,PARACETAMOL_500MG,517,0,20,497,500,1000
2025-07-28,PHC_006,AMOXICILLIN_500MG,925,0,6,919,300,600
2025-07-28,PHC_006,ANTIMALARIAL_ACT,256,0,3,253,100,250
2025-07-28,PHC_006,ANTIVENOM_VIAL,25,0,0,25,10,25
2025-07-28,PHC_006,INSULIN_VIAL,79,0,3,76,40,80
2025-07-28,PHC_006,ORAL_REHYDRATION_IV,157,0,4,153,80,150
2025-07-28,PHC_006,MEASLES_VACCINE,489,0,1,488,150,300
